成品电导率,成品PH值,成品浓度,成品浊度,成品温度,成品表面张力,成品COD,柠檬酸,置换量,离子液添加量,原液添加比例,异常类型
7.5,6.15,1.27%,38.25,25.8,28.1,24605.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.44,6.21,1.27%,34.0,25.8,28.0,24730.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.57,6.21,1.26%,54.0,25.9,28.1,24692.5,柠檬酸0g,5.00%,6.00%,0.73,nan
7.62,6.2,1.27%,41.6,25.8,28.1,24692.5,柠檬酸0g,5.00%,6.00%,0.73,nan
7.69,6.11,1.28%,47.1,26.0,28.0,25175.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.23,6.11,1.27%,32.7,25.6,28.0,25000.0,柠檬酸0g,5.00%,6.00%,0.74,断缝
7.43,6.17,1.27%,34.8,26.1,27.9,25000.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.42,6.1,1.27%,47.496,26.0,27.9,24050.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.44,6.11,1.28%,44.65,25.6,28.1,25140.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.44,6.11,1.28%,44.65,25.6,28.1,25140.0,柠檬酸0g,4.51%,6.00%,0.64,跳线
7.18,6.15,1.29%,45.8,25.7,28.2,25140.0,柠檬酸0g,4.50%,6.00%,0.64,跳线
7.44,6.11,1.28%,44.65,25.6,28.1,25000.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.54,6.2,1.27%,56.3,25.6,28.0,25000.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.76,6.05,1.26%,39.7,25.7,27.8,24692.5,柠檬酸0g,5.00%,6.00%,0.73,nan
7.37,6.09,1.28%,43.2,25.7,28.0,25175.0,柠檬酸0g,5.00%,6.00%,0.74,断缝
7.5,6.11,1.28%,44.1,24.9,28.1,25175.0,柠檬酸0g,5.00%,6.00%,0.74,跳线
7.5,6.15,1.27%,38.25,25.8,28.1,24605.0,柠檬酸0g,5.00%,6.00%,0.74,跳线
7.22,6.08,1.27%,41.89,25.7,28.0,24230.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.69,6.07,1.27%,38.4,25.8,27.8,24692.5,柠檬酸0g,5.00%,6.00%,0.74,nan
7.47,6.07,1.29%,42.7,25.4,28.0,24800.0,柠檬酸0g,5.00%,6.00%,0.73,断下线
7.18,6.15,1.29%,45.8,25.7,28.2,25140.0,柠檬酸0g,4.50%,6.00%,0.64,nan
7.5,6.11,1.28%,44.1,24.9,28.1,25175.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.37,6.09,1.28%,43.2,25.7,28.0,25175.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.44,6.11,1.28%,44.65,25.6,28.1,25150.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.29,6.13,1.28%,40.41,25.9,28.1,24605.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.27,6.07,1.28%,39.8,26.1,28.2,24125.0,柠檬酸0g,5.00%,6.00%,0.67,nan
7.52,6.23,1.28%,46.2,25.5,28.2,24692.5,柠檬酸0g,5.00%,6.00%,0.73,断上下线
7.4,6.06,1.26%,26.9,24.9,28.1,24792.5,柠檬酸0g,5.00%,6.00%,0.74,nan
7.54,6.05,1.29%,39.0,25.2,28.0,25175.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.53,6.08,1.29%,41.7,25.5,27.9,25175.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.55,6.01,1.27%,54.24,26.0,28.0,24512.5,柠檬酸0g,5.00%,6.00%,0.73,nan
7.67,6.19,1.26%,55.9,26.2,28.1,25000.0,柠檬酸0g,5.00%,6.00%,0.73,跳线
7.65,6.22,1.26%,27.7,25.5,27.9,24800.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.79,6.13,1.29%,41.8,25.2,27.9,25175.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.79,6.13,1.29%,41.8,25.2,27.9,25175.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.5,6.1,1.28%,39.7,25.5,27.9,25175.0,柠檬酸0g,5.00%,6.00%,0.73,断缝
7.69,6.11,1.28%,47.1,26.0,28.0,25175.0,柠檬酸0g,5.00%,6.00%,0.74,nan
6.79,6.1,1.29%,41.82,25.9,28.0,25140.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.71,6.02,1.27%,79.69,26.0,27.9,24512.5,柠檬酸0g,5.00%,6.00%,0.73,nan
7.9,6.01,1.26%,41.0,25.6,27.9,24692.5,柠檬酸0g,5.00%,6.00%,0.74,nan
7.62,6.18,1.27%,41.0,25.6,28.1,24692.5,柠檬酸0g,5.00%,6.00%,0.73,nan
7.54,6.05,1.29%,39.0,25.2,28.0,25175.0,柠檬酸0g,5.00%,6.00%,0.73,跳线
7.5,6.11,1.28%,44.1,24.9,28.1,25175.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.5,6.1,1.28%,39.7,25.5,27.9,25175.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.54,6.24,1.27%,31.5,25.1,28.1,24730.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.46,6.19,1.27%,35.0,24.8,28.0,24730.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.63,6.23,1.27%,31.5,24.7,28.0,24730.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.31,6.0,1.27%,36.0,25.1,28.0,25875.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.44,6.11,1.28%,44.65,25.6,28.1,25140.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.66,6.14,1.27%,38.26,26.1,28.0,24117.5,柠檬酸0g,5.00%,6.00%,0.67,设备故障
7.69,6.07,1.27%,38.4,25.8,27.8,24692.5,柠檬酸0g,5.00%,6.00%,0.74,nan
7.63,6.08,1.26%,32.6,25.8,27.9,24692.5,柠檬酸0g,5.00%,6.00%,0.73,nan
7.54,6.12,1.26%,38.2,25.8,28.2,25000.0,柠檬酸0g,5.00%,6.00%,0.73,nan
6.88,6.13,1.29%,29.61,26.0,28.3,25140.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.73,6.15,1.27%,60.29,26.0,28.0,24117.5,柠檬酸0g,5.00%,6.00%,0.67,断缝
7.43,6.11,1.27%,33.7,24.9,28.0,25000.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.44,6.11,1.28%,44.65,25.6,28.1,25000.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.49,6.05,1.28%,24.3,26.3,28.0,25875.0,柠檬酸0g,5.00%,6.00%,0.73,断上线
7.41,6.06,1.27%,26.3,25.7,28.1,25875.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.91,6.05,1.26%,36.5,25.0,27.9,24792.5,柠檬酸0g,5.00%,6.00%,0.73,nan
7.19,6.05,1.26%,30.9,25.0,27.9,24792.5,柠檬酸0g,5.00%,6.00%,0.74,nan
7.4,6.06,1.26%,26.9,24.9,28.1,24792.5,柠檬酸0g,5.00%,6.00%,0.74,nan
7.58,6.03,1.29%,38.2,25.6,28.0,24800.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.44,6.11,1.28%,44.65,25.6,28.1,25150.0,柠檬酸0g,4.51%,6.00%,0.64,加切
7.47,6.13,1.27%,58.59,25.7,28.1,24230.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.55,6.09,1.27%,44.24,25.6,28.0,24230.0,柠檬酸0g,4.51%,6.00%,0.64,跳线
7.25,6.17,1.27%,48.82,26.1,27.8,24230.0,柠檬酸0g,4.50%,6.00%,0.64,nan
7.44,6.18,1.27%,34.4,25.7,27.9,25000.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.9,6.07,1.27%,36.7,25.3,27.9,24800.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.44,6.11,1.28%,44.65,25.6,28.1,25000.0,柠檬酸0g,4.51%,6.00%,0.64,跳线
7.44,6.11,1.28%,44.65,25.6,28.1,25000.0,柠檬酸0g,4.51%,6.00%,0.64,跳线
7.44,6.11,1.28%,44.65,25.6,28.1,25000.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.72,6.08,1.29%,39.6,24.9,28.0,25175.0,柠檬酸0g,5.00%,6.00%,0.73,断缝
7.34,6.11,1.28%,48.0,26.3,28.0,24800.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.43,6.09,1.28%,37.4,24.9,28.0,24800.0,柠檬酸0g,5.00%,6.00%,0.73,断缝
7.32,6.07,1.29%,38.6,25.5,28.0,24800.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.22,6.08,1.27%,41.89,25.7,28.0,24230.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.47,6.13,1.27%,58.59,25.7,28.1,24230.0,柠檬酸0g,4.51%,6.00%,0.64,跳线
7.47,6.12,1.27%,39.7,25.9,27.9,24230.0,柠檬酸0g,4.50%,6.00%,0.64,nan
7.42,6.09,1.28%,41.3,25.3,28.0,25175.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.56,6.26,1.26%,51.9,26.3,28.0,25000.0,柠檬酸0g,5.00%,6.00%,0.73,跳线
7.81,6.17,1.26%,42.9,26.3,28.1,25000.0,柠檬酸0g,5.00%,6.00%,0.74,跳线
7.91,6.05,1.26%,36.5,25.0,27.9,24792.5,柠檬酸0g,5.00%,6.00%,0.73,nan
7.69,6.11,1.28%,47.1,26.0,28.0,25175.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.43,6.03,1.28%,41.7,24.9,28.1,24800.0,柠檬酸0g,5.00%,6.00%,0.73,跳线
7.32,6.07,1.29%,38.6,25.5,28.0,24800.0,柠檬酸0g,5.00%,6.00%,0.74,跳线
7.69,6.11,1.28%,47.1,26.0,28.0,25175.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.25,6.17,1.27%,48.82,26.1,27.8,25150.0,柠檬酸0g,4.50%,6.00%,0.64,断缝
7.67,6.14,1.28%,52.371,25.8,28.0,24605.0,柠檬酸0g,5.00%,6.00%,0.73,nan
8.01,5.98,1.26%,40.4,25.3,27.9,24792.5,柠檬酸0g,5.00%,6.00%,0.74,nan
7.82,6.13,1.28%,41.0,25.1,28.0,25175.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.5,6.11,1.28%,44.1,24.9,28.1,25175.0,柠檬酸0g,5.00%,6.00%,0.74,加切
7.8,6.07,1.27%,70.96,25.8,27.9,24267.5,柠檬酸0g,5.00%,6.00%,0.74,跳线
7.9,6.07,1.27%,36.7,25.3,27.9,24800.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.72,6.12,1.27%,36.6,25.5,28.0,24730.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.7,6.07,1.28%,52.6,26.0,27.9,24800.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.44,6.11,1.28%,44.65,25.6,28.1,25150.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.44,6.11,1.28%,44.65,25.6,28.1,25150.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.37,6.1,1.28%,25.6,27.9,28.1,24125.0,柠檬酸0g,5.00%,6.00%,0.67,nan
7.27,6.07,1.28%,39.8,26.1,28.2,24125.0,柠檬酸0g,5.00%,6.00%,0.67,nan
7.37,6.1,1.28%,25.6,27.9,28.1,24125.0,柠檬酸0g,5.00%,6.00%,0.67,nan
7.9,6.07,1.27%,36.7,25.3,27.9,24800.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.34,6.11,1.28%,48.0,26.3,28.0,24800.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.23,6.14,1.28%,36.1,24.8,28.0,24730.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.7,6.07,1.28%,52.6,26.0,27.9,24800.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.44,6.11,1.28%,44.65,25.6,28.1,25150.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.44,6.11,1.28%,44.65,25.6,28.1,25150.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.44,6.11,1.28%,44.65,25.6,28.1,25150.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.43,6.03,1.26%,41.2,24.9,27.9,24792.5,柠檬酸0g,5.00%,6.00%,0.74,nan
7.91,6.05,1.26%,36.5,25.0,27.9,24792.5,柠檬酸0g,5.00%,6.00%,0.73,跳线
7.79,6.13,1.29%,41.8,25.2,27.9,25175.0,柠檬酸0g,5.00%,6.00%,0.73,断缝
7.43,6.03,1.28%,41.7,24.9,28.1,24800.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.7,6.07,1.28%,52.6,26.0,27.9,24800.0,柠檬酸0g,5.00%,6.00%,0.74,跳线
7.25,6.17,1.27%,48.82,26.1,27.8,25150.0,柠檬酸0g,4.50%,6.00%,0.64,nan
7.32,6.11,1.27%,45.748,25.8,28.1,24605.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.7,6.07,1.28%,52.6,26.0,27.9,24800.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.3,6.24,1.27%,31.4,25.5,28.0,24730.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.35,6.1,1.27%,45.69,25.9,27.8,24230.0,柠檬酸0g,4.50%,6.00%,0.64,nan
7.29,6.13,1.28%,40.41,25.9,28.1,24605.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.8,6.24,1.26%,35.3,25.3,28.2,25000.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.46,6.19,1.27%,35.0,24.8,28.0,24730.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.06,6.06,1.28%,36.7,25.3,27.9,24800.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.44,6.11,1.28%,44.65,25.6,28.1,25000.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.44,6.11,1.28%,44.65,25.6,28.1,25150.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.44,6.11,1.28%,44.65,25.6,28.1,25000.0,柠檬酸0g,4.51%,6.00%,0.64,加切
7.59,6.09,1.28%,39.4,25.1,28.1,24730.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.23,6.14,1.28%,36.1,24.8,28.0,24730.0,柠檬酸0g,5.00%,6.00%,0.74,断下线
7.29,6.1,1.28%,31.65,25.9,27.9,24230.0,柠檬酸0g,4.50%,6.00%,0.64,nan
6.6,6.13,1.29%,34.69,26.2,28.0,25140.0,柠檬酸0g,4.50%,6.00%,0.64,跳线
7.44,6.11,1.28%,44.65,25.6,28.1,25000.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.44,6.11,1.28%,44.65,25.6,28.1,25140.0,柠檬酸0g,4.51%,6.00%,0.64,提料挂断线
7.66,6.14,1.27%,38.26,26.1,28.0,24117.5,柠檬酸0g,5.00%,6.00%,0.67,nan
7.49,6.18,1.26%,38.1,26.5,27.9,25000.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.42,6.09,1.28%,41.3,25.3,28.0,25175.0,柠檬酸0g,5.00%,6.00%,0.74,提料挂断线
7.31,6.0,1.27%,36.0,25.1,28.0,25855.0,柠檬酸0g,5.00%,6.00%,0.73,断缝
7.63,6.1,1.28%,31.4,24.9,28.0,25875.0,柠檬酸0g,5.00%,6.00%,0.73,断上线
7.73,6.15,1.27%,60.29,26.0,28.0,24470.0,柠檬酸0g,5.00%,6.00%,0.67,断缝
7.27,6.07,1.28%,39.8,26.1,28.2,24125.0,柠檬酸0g,5.00%,6.00%,0.67,nan
7.54,6.2,1.27%,56.3,25.6,28.0,25000.0,柠檬酸0g,5.00%,6.00%,0.73,跳线
7.49,6.18,1.26%,38.1,26.5,27.9,25000.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.44,6.11,1.28%,44.65,25.6,28.1,25150.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.34,6.11,1.28%,48.0,26.3,28.0,24800.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.43,6.09,1.28%,37.4,24.9,28.0,24800.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.47,6.07,1.29%,42.7,25.4,28.0,24800.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.58,6.03,1.29%,38.2,25.6,28.0,24800.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.35,6.1,1.27%,45.69,25.9,27.8,24230.0,柠檬酸0g,4.50%,6.00%,0.64,nan
7.44,6.11,1.28%,44.65,25.6,28.1,25150.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.72,6.12,1.27%,36.6,25.5,28.0,24730.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.47,6.13,1.27%,58.59,25.7,28.1,24230.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.35,6.1,1.27%,45.69,25.9,27.8,24230.0,柠檬酸0g,4.50%,6.00%,0.64,断缝
7.42,6.22,1.27%,37.2,25.5,28.0,24730.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.44,6.18,1.27%,34.4,25.7,27.9,25000.0,柠檬酸0g,5.00%,6.00%,0.73,nan
6.83,6.16,1.29%,38.977,26.0,28.2,25140.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.53,6.08,1.29%,41.7,25.5,27.9,25175.0,柠檬酸0g,5.00%,6.00%,0.73,跳线
7.88,6.13,1.27%,33.0,25.0,28.0,25875.0,柠檬酸0g,5.00%,6.00%,0.73,断缝
7.29,6.13,1.28%,40.41,25.9,28.1,24605.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.9,6.01,1.26%,41.0,25.6,27.9,24692.5,柠檬酸0g,5.00%,6.00%,0.74,跳线
7.81,6.17,1.26%,42.9,26.3,28.1,25000.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.54,6.2,1.27%,56.3,25.6,28.0,25000.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.67,6.19,1.26%,55.9,26.2,28.1,25000.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.47,6.21,1.27%,44.4,25.7,28.1,25000.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.43,6.03,1.28%,41.7,24.9,28.1,24800.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.7,6.07,1.28%,52.6,26.0,27.9,24800.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.79,6.13,1.29%,41.8,25.2,27.9,25175.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.53,6.08,1.29%,41.7,25.5,27.9,25175.0,柠檬酸0g,5.00%,6.00%,0.73,跳线
6.88,6.13,1.29%,29.61,26.0,28.3,25140.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.54,6.2,1.27%,56.3,25.6,28.0,25000.0,柠檬酸0g,5.00%,6.00%,0.73,提料挂断线
7.44,6.11,1.28%,44.65,25.6,28.1,25150.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.44,6.11,1.28%,44.65,25.6,28.1,25000.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.35,6.1,1.27%,45.69,25.9,27.8,24230.0,柠檬酸0g,4.50%,6.00%,0.64,nan
7.44,6.11,1.28%,44.65,25.6,28.1,25000.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.21,6.01,1.27%,40.42,26.4,28.1,24512.5,柠檬酸0g,5.00%,6.00%,0.73,nan
8.01,6.09,1.27%,62.53,26.4,27.9,24230.0,柠檬酸0g,5.00%,6.00%,0.67,提料挂断线
8.05,6.04,1.27%,63.69,25.6,28.0,24267.5,柠檬酸0g,5.00%,6.00%,0.73,跳线
7.49,6.18,1.26%,38.1,26.5,27.9,25000.0,柠檬酸0g,5.00%,6.00%,0.74,断缝
7.9,6.01,1.26%,41.0,25.6,27.9,24692.5,柠檬酸0g,5.00%,6.00%,0.74,跳线
7.71,6.02,1.27%,79.69,26.0,27.9,24512.5,柠檬酸0g,5.00%,6.00%,0.73,nan
7.43,6.17,1.27%,34.8,26.1,27.9,25000.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.35,6.05,1.28%,35.4,25.7,28.0,24800.0,柠檬酸0g,5.00%,6.00%,0.73,跳线
7.44,6.11,1.28%,44.65,25.6,28.1,25150.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.44,6.11,1.28%,44.65,25.6,28.1,25000.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.44,6.11,1.28%,44.65,25.6,28.1,25000.0,柠檬酸0g,4.51%,6.00%,0.64,nan
6.6,6.13,1.29%,34.69,26.2,28.0,25140.0,柠檬酸0g,4.50%,6.00%,0.64,nan
7.4,6.06,1.26%,26.9,24.9,28.1,24792.5,柠檬酸0g,5.00%,6.00%,0.74,断缝
7.43,6.03,1.26%,41.2,24.9,27.9,24792.5,柠檬酸0g,5.00%,6.00%,0.74,跳线
7.63,6.23,1.27%,31.5,24.7,28.0,24730.0,柠檬酸0g,5.00%,6.00%,0.74,断缝
6.93,6.15,1.29%,44.2,25.3,28.1,25855.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.11,6.08,1.28%,29.6,25.1,28.1,25855.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.27,6.07,1.28%,39.8,26.1,28.2,24125.0,柠檬酸0g,5.00%,6.00%,0.67,跳线
7.68,6.24,1.27%,28.3,23.5,28.0,25000.0,柠檬酸0g,5.00%,6.00%,0.73,跳线
7.71,6.18,1.27%,41.3,25.8,28.0,25000.0,柠檬酸0g,5.00%,6.00%,0.74,跳线
7.49,6.18,1.26%,38.1,26.5,27.9,25000.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.42,6.09,1.28%,41.3,25.3,28.0,25175.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.59,6.04,1.28%,40.3,25.3,27.9,24800.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.32,6.07,1.29%,38.6,25.5,28.0,24800.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.19,6.05,1.26%,30.9,25.0,27.9,25000.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.7,6.07,1.27%,38.3,25.1,28.0,25000.0,柠檬酸0g,5.00%,6.00%,0.73,断缝
7.23,6.11,1.27%,32.7,25.6,28.0,25000.0,柠檬酸0g,5.00%,6.00%,0.74,跳线
7.68,6.16,1.26%,39.4,24.5,28.2,25000.0,柠檬酸0g,5.00%,6.00%,0.73,断下线
7.44,6.11,1.28%,44.65,25.6,28.1,25000.0,柠檬酸0g,4.51%,6.00%,0.64,加切
7.79,6.06,1.26%,40.4,25.5,27.9,24792.5,柠檬酸0g,5.00%,6.00%,0.73,nan
7.37,6.09,1.28%,43.2,25.7,28.0,25175.0,柠檬酸0g,5.00%,6.00%,0.74,跳线
8.01,6.08,1.28%,45.3,25.9,27.9,25175.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.41,6.12,1.29%,39.9,25.4,28.1,25855.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.55,6.09,1.27%,44.24,25.6,28.0,24230.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.52,6.01,1.26%,38.0,24.7,27.8,24792.5,柠檬酸0g,5.00%,6.00%,0.73,nan
8.01,5.98,1.26%,40.4,25.3,27.9,24792.5,柠檬酸0g,5.00%,6.00%,0.74,nan
7.35,6.12,1.28%,42.0,25.1,28.0,25875.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.61,6.11,1.28%,44.6,25.1,27.9,25855.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.95,6.1,1.28%,41.4,26.1,28.0,24125.0,柠檬酸0g,5.00%,6.00%,0.67,nan
7.63,6.23,1.27%,31.5,24.7,28.0,24730.0,柠檬酸0g,5.00%,6.00%,0.74,跳线
7.84,6.09,1.28%,37.8,25.0,27.9,24730.0,柠檬酸0g,5.00%,6.00%,0.74,跳线
7.46,6.19,1.27%,35.0,24.8,28.0,24730.0,柠檬酸0g,5.00%,6.00%,0.73,断下线
7.45,6.14,1.29%,36.2,25.5,28.1,25855.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.66,6.14,1.27%,38.26,26.1,28.0,24117.5,柠檬酸0g,5.00%,6.00%,0.67,跳线
7.54,6.03,1.27%,64.84,25.8,28.0,24512.5,柠檬酸0g,5.00%,6.00%,0.74,断缝
7.49,6.18,1.26%,38.1,26.5,27.9,25000.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.77,6.05,1.28%,38.7,25.4,28.0,24800.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.84,6.09,1.28%,37.8,25.0,27.9,24730.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.84,6.09,1.28%,37.8,25.0,27.9,24730.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.44,6.11,1.28%,44.65,25.6,28.1,25150.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.25,6.17,1.27%,48.82,26.1,27.8,25150.0,柠檬酸0g,4.50%,6.00%,0.64,nan
7.44,6.11,1.28%,44.65,25.6,28.1,25150.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.44,6.11,1.28%,44.65,25.6,28.1,25150.0,柠檬酸0g,4.51%,6.00%,0.64,断缝
7.22,6.08,1.27%,41.89,25.7,28.0,24230.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.76,6.05,1.26%,39.7,25.7,27.8,24692.5,柠檬酸0g,5.00%,6.00%,0.73,跳线
7.9,6.01,1.26%,41.0,25.6,27.9,24692.5,柠檬酸0g,5.00%,6.00%,0.74,nan
7.9,6.07,1.27%,36.7,25.3,27.9,24800.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.84,6.09,1.28%,37.8,25.0,27.9,24800.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.25,6.1,1.29%,34.3,24.8,28.1,25855.0,柠檬酸0g,5.00%,6.00%,0.74,跳线
7.26,6.05,1.28%,42.3,25.6,28.0,24470.0,柠檬酸0g,5.00%,6.00%,0.67,nan
7.63,6.16,1.27%,46.15,25.7,27.9,24605.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.69,6.11,1.28%,47.1,26.0,28.0,25175.0,柠檬酸0g,5.00%,6.00%,0.74,断上线
7.34,6.11,1.28%,48.0,26.3,28.0,24800.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.35,6.1,1.27%,45.69,25.9,27.8,24230.0,柠檬酸0g,4.50%,6.00%,0.64,断缝
7.47,6.12,1.27%,39.7,25.9,27.9,24230.0,柠檬酸0g,4.50%,6.00%,0.64,nan
7.95,6.1,1.28%,41.4,26.1,28.0,24125.0,柠檬酸0g,5.00%,6.00%,0.67,nan
7.67,6.16,1.27%,45.7,25.7,28.0,25000.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.67,6.03,1.26%,38.4,24.9,27.8,24792.5,柠檬酸0g,5.00%,6.00%,0.73,nan
7.44,6.11,1.28%,44.65,25.6,28.1,25000.0,柠檬酸0g,4.51%,6.00%,0.64,跳线
7.44,6.11,1.28%,44.65,25.6,28.1,25150.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.44,6.11,1.28%,44.65,25.6,28.1,25150.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.58,6.03,1.29%,38.2,25.6,28.0,24800.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.34,6.11,1.28%,48.0,26.3,28.0,24800.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.34,6.11,1.28%,48.0,26.3,28.0,24800.0,柠檬酸0g,5.00%,6.00%,0.74,跳线
6.88,6.13,1.29%,29.61,26.0,28.3,25140.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.82,6.13,1.28%,41.0,25.1,28.0,25175.0,柠檬酸0g,5.00%,6.00%,0.73,断缝
